anno;codice_regione;regione;codice_asl;asl;codice_struttura;struttura;indirizzo;codice_tipo_struttura;sottotipo_struttura;tipo_struttura;comune;sigla_provincia;codice_disciplina;disciplina;posti_letto_day_hospital;posti_letto_day_surgery;posti_letto_degenza_ordinaria;posti_letto_utilizzati;num_dimessi;giornate_degenza;giornate_disponibili;degenza_media_ordinaria;icm;tasso_utilizzo
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;08;CARDIOLOGIA                     ;2;0;24;22;1.271;7.384;8.061;5,81;1,26;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;09;CHIRURGIA GENERALE              ;0;4;23;23;1.077;6.380;8.395;5,92;1,00;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;12;CHIRURGIA PLASTICA              ;0;2;5;6;753;2.176;2.190;2,89;0,88;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;21;GERIATRIA                       ;0;0;41;29;566;10.390;10.647;18,36;0,97;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;26;MEDICINA GENERALE               ;2;0;138;69;1.378;17.914;25.005;13,00;1,08;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;32;NEUROLOGIA                      ;0;0;18;18;583;5.643;6.601;9,68;0,91;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;34;OCULISTICA                      ;0;11;1;1;0;0;365;0,00;0,00;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;36;ORTOPEDIA E TRAUMATOLOGIA       ;0;1;25;24;1.086;8.795;8.760;8,10;1,05;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;37;OSTETRICIA E GINECOLOGIA        ;4;0;19;20;1.405;5.829;7.179;4,15;0,88;73,15
